age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,hours-per-week,Income
23, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,30, <=50K.
31, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,39, <=50K.
17, ?, 10th,6, Never-married, ?, Own-child, White, Male,14, <=50K.
50, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,38, <=50K.
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,55, <=50K.
24, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40, <=50K.
37, Private, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,45, <=50K.
31, Self-emp-not-inc, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,60, <=50K.
77, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,8, <=50K.
21, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,38, <=50K.
18, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,10, <=50K.
25, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
57, Private, Assoc-voc,11, Widowed, Craft-repair, Not-in-family, Black, Male,40, <=50K.
25, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female,60, <=50K.
62, Self-emp-not-inc, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,20, <=50K.
35, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,48, >50K.
26, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,40, <=50K.
47, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,40, <=50K.
25, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
33, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
28, Private, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
50, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
61, Private, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, <=50K.
50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
23, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Male,40, <=50K.
27, ?, Some-college,10, Never-married, ?, Unmarried, White, Female,25, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
37, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,39, <=50K.
25, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,35, <=50K.
38, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,42, >50K.
60, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,60, >50K.
66, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,50, <=50K.
74, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,24, >50K.
37, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, <=50K.
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Female,8, <=50K.
35, Private, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Female,36, <=50K.
43, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,40, <=50K.
31, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, <=50K.
30, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,65, <=50K.
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20, <=50K.
36, Private, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, <=50K.
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,34, <=50K.
36, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,75, <=50K.
29, State-gov, Bachelors,13, Never-married, Protective-serv, Own-child, White, Female,40, <=50K.
30, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,40, <=50K.
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
27, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male,40, <=50K.
44, ?, Assoc-voc,11, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,40, <=50K.
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,15, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
43, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, >50K.
46, Self-emp-not-inc, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
24, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,20, <=50K.
42, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,40, <=50K.
55, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,43, >50K.
61, Self-emp-not-inc, Assoc-voc,11, Widowed, Craft-repair, Unmarried, White, Female,40, <=50K.
20, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,10, <=50K.
60, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
24, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,51, <=50K.
67, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,50, >50K.
34, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,50, <=50K.
34, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,30, <=50K.
38, Private, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female,40, <=50K.
50, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,40, <=50K.
45, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,46, <=50K.
55, ?, HS-grad,9, Widowed, ?, Unmarried, White, Female,35, <=50K.
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,35, <=50K.
26, ?, 10th,6, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,40, <=50K.
40, Private, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, White, Female,30, <=50K.
37, Self-emp-inc, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,40, <=50K.
35, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, <=50K.
22, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,25, <=50K.
33, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, <=50K.
42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, >50K.
36, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, Other, Male,40, <=50K.
41, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, <=50K.
39, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
63, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,40, >50K.
52, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, >50K.
36, Private, 10th,6, Never-married, Other-service, Unmarried, White, Female,35, <=50K.
27, Private, Masters,14, Never-married, Sales, Not-in-family, White, Male,42, <=50K.
19, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,15, <=50K.
66, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,40, >50K.
74, State-gov, Some-college,10, Widowed, Exec-managerial, Not-in-family, Black, Male,40, >50K.
17, ?, 9th,5, Never-married, ?, Own-child, White, Male,5, <=50K.
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
52, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,40, <=50K.
44, Private, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,40, >50K.
24, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,65, <=50K.
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,18, <=50K.
31, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Black, Male,45, <=50K.
42, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15, >50K.
35, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,55, <=50K.
26, State-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,80, <=50K.
39, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, <=50K.
38, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, <=50K.
39, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, >50K.
35, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, >50K.
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,45, <=50K.
64, Private, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Female,40, >50K.
22, ?, Some-college,10, Never-married, ?, Own-child, White, Female,40, <=50K.
49, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, <=50K.
26, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,38, <=50K.
38, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female,25, <=50K.
44, Private, 5th-6th,3, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,45, <=50K.
34, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Male,50, >50K.
54, Private, Some-college,10, Widowed, Tech-support, Unmarried, White, Female,40, <=50K.
22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,10, <=50K.
64, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
22, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,20, <=50K.
40, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, >50K.
20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Male,40, <=50K.
49, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
48, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,50, >50K.
27, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
30, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
22, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,28, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
53, Private, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,40, <=50K.
32, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, <=50K.
48, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, <=50K.
40, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
24, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
35, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
35, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
17, ?, Some-college,10, Never-married, ?, Own-child, White, Male,15, <=50K.
28, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
30, Private, HS-grad,9, Separated, Transport-moving, Unmarried, Black, Male,80, <=50K.
37, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,50, <=50K.
23, Private, HS-grad,9, Never-married, Sales, Other-relative, Black, Male,40, <=50K.
17, Private, 10th,6, Never-married, Sales, Own-child, White, Female,22, <=50K.
47, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
39, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,40, >50K.
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
23, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,35, <=50K.
41, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, <=50K.
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,35, <=50K.
30, ?, Bachelors,13, Married-spouse-absent, ?, Not-in-family, White, Female,35, <=50K.
39, Private, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Female,60, >50K.
65, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
61, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,63, >50K.
20, Private, 12th,8, Never-married, Other-service, Not-in-family, White, Male,30, <=50K.
37, Local-gov, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,55, <=50K.
39, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,60, <=50K.
27, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,40, <=50K.
32, Self-emp-not-inc, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, <=50K.
54, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,35, <=50K.
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
17, Private, 11th,7, Never-married, Other-service, Other-relative, Black, Male,20, <=50K.
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,27, <=50K.
19, Private, 11th,7, Never-married, Sales, Unmarried, White, Female,25, <=50K.
55, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Male,40, <=50K.
36, Private, Assoc-acdm,12, Separated, Tech-support, Not-in-family, White, Female,3, <=50K.
27, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
23, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, <=50K.
38, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,55, <=50K.
22, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
31, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, >50K.
53, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
67, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, <=50K.
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,55, >50K.
29, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
31, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, <=50K.
22, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, <=50K.
50, Private, HS-grad,9, Widowed, Adm-clerical, Other-relative, Black, Female,40, <=50K.
41, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
68, ?, Bachelors,13, Widowed, ?, Not-in-family, White, Female,2, <=50K.
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,20, <=50K.
18, Private, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,40, <=50K.
31, Private, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Female,20, <=50K.
56, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
23, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
45, ?, Assoc-voc,11, Never-married, ?, Other-relative, White, Female,32, <=50K.
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,30, <=50K.
23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,46, <=50K.
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
34, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,38, >50K.
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,10, <=50K.
29, Private, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,40, <=50K.
67, Private, 9th,5, Married-civ-spouse, Priv-house-serv, Wife, White, Female,6, <=50K.
48, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,48, >50K.
53, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,46, >50K.
42, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,50, >50K.
56, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,20, <=50K.
20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,30, <=50K.
40, Private, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,40, <=50K.
55, State-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,40, >50K.
61, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
35, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, >50K.
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, <=50K.
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,60, >50K.
19, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
21, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,40, <=50K.
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, >50K.
22, Private, HS-grad,9, Separated, Adm-clerical, Other-relative, White, Female,40, <=50K.
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,35, <=50K.
49, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,70, <=50K.
57, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,32, <=50K.
49, Local-gov, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, <=50K.
34, Private, 10th,6, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,4, <=50K.
46, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,32, <=50K.
26, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
38, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,41, <=50K.
59, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, <=50K.
24, Private, Assoc-acdm,12, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
26, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, <=50K.
27, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,38, <=50K.
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,35, <=50K.
19, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
39, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,40, >50K.
28, Self-emp-not-inc, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,40, <=50K.
62, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, <=50K.
28, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,35, <=50K.
35, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, <=50K.
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, <=50K.
53, Self-emp-inc, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,60, >50K.
29, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,8, <=50K.
45, Local-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,37, <=50K.
20, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,40, <=50K.
27, ?, Some-college,10, Never-married, ?, Unmarried, White, Female,40, <=50K.
59, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
37, Private, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,40, <=50K.
27, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
26, ?, Some-college,10, Divorced, ?, Other-relative, White, Female,35, <=50K.
63, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
39, Private, Some-college,10, Divorced, Craft-repair, Own-child, White, Female,50, >50K.
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,40, <=50K.
20, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,35, <=50K.
53, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
49, ?, 10th,6, Married-civ-spouse, ?, Wife, White, Female,40, <=50K.
35, Federal-gov, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,40, <=50K.
40, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,60, <=50K.
50, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,40, >50K.
35, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, >50K.
38, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
47, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
32, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, >50K.
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Wife, White, Female,60, >50K.
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,30, <=50K.
33, Private, HS-grad,9, Separated, Tech-support, Not-in-family, White, Male,40, <=50K.
23, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,45, <=50K.
50, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
60, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,50, <=50K.
56, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
57, Private, 10th,6, Divorced, Adm-clerical, Not-in-family, White, Male,64, <=50K.
22, Private, Assoc-voc,11, Never-married, Other-service, Other-relative, Black, Male,52, <=50K.
48, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, >50K.
27, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, <=50K.
18, Self-emp-not-inc, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,50, <=50K.
41, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,60, >50K.
33, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, <=50K.
51, Private, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,50, <=50K.
33, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,45, <=50K.
25, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,32, <=50K.
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,55, <=50K.
29, Private, 11th,7, Divorced, Other-service, Not-in-family, White, Female,70, <=50K.
24, ?, Bachelors,13, Never-married, ?, Not-in-family, White, Male,41, <=50K.
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
29, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,50, <=50K.
39, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,50, >50K.
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,48, >50K.
20, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,40, <=50K.
41, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,40, <=50K.
26, Self-emp-inc, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,80, <=50K.
44, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,45, <=50K.
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,55, <=50K.
35, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,40, <=50K.
59, State-gov, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,38, <=50K.
61, State-gov, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,40, <=50K.
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,43, <=50K.
58, Private, 12th,8, Divorced, Transport-moving, Unmarried, Black, Male,45, >50K.
48, Self-emp-not-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,55, <=50K.
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, <=50K.
28, State-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
48, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
45, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, <=50K.
31, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, >50K.
19, ?, HS-grad,9, Never-married, ?, Own-child, Black, Male,20, <=50K.
35, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,32, <=50K.
22, Self-emp-not-inc, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
32, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,60, <=50K.
69, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,20, <=50K.
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,43, >50K.
21, ?, Some-college,10, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,15, <=50K.
